contig	superkingdom	phylum	class	order	family	genus	species
contig_2668	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_2697	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_2909	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_2992	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_3022	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	Cosavirus A
contig_3155	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_320	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_3230	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_3253	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_3275	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_328	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_331	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_333	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_335	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_336	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_337	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_339	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	Cosavirus A
contig_340	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_341	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_342	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_344	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_345	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_346	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_347	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_352	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_3586	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_3959	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_3996	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_4000	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_409	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B
contig_4263	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_432	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_4371	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_448	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_4581	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	Enterovirus C
contig_459	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_4594	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_4705	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_4712	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_4828	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_489	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_531	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B
contig_534	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_5515	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_555	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	Human cosavirus
contig_563	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B
contig_564	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_626	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_6350	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_6405	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B
contig_6451	Viruses	NA	NA	Picornavirales	Picornaviridae	Salivirus	not classified
contig_6576	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B
contig_6590	Viruses	NA	NA	Picornavirales	Picornaviridae	Salivirus	not classified
contig_6602	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B
contig_6614	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_6681	Viruses	NA	NA	Picornavirales	Picornaviridae	Salivirus	not classified
contig_6709	Viruses	NA	NA	Picornavirales	Picornaviridae	Salivirus	not classified
contig_6731	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_6831	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_6865	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	Human cosavirus
contig_6925	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_7064	Viruses	NA	NA	Picornavirales	Picornaviridae	Salivirus	not classified
contig_7078	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_7080	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_7081	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_7082	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_7084	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_7087	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_7088	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_7109	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_7164	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_7274	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_827	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_858	Viruses	NA	NA	Picornavirales	Picornaviridae	Parechovirus	Parechovirus A
contig_922	Viruses	NA	NA	Picornavirales	Picornaviridae	Cosavirus	not classified
contig_971	Viruses	NA	NA	Picornavirales	Picornaviridae	Enterovirus	not classified
contig_1001	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_1004	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1041	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1053	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1059	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_1068	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_1080	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_1123	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_1124	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_1130	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_1132	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_1145	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_1168	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1201	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	Klebsiella phage K1-ULIP33
contig_1207	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_1211	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	Klebsiella phage Pylas
contig_1239	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_1273	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_1278	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_1287	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1301	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_1307	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1312	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1334	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	Streptococcus virus Cp7
contig_1359	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_1378	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_1403	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	Escherichia virus ECB2
contig_1417	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Escherichia virus IME11
contig_145	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_146	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1472	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_1476	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_1483	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_1500	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_1512	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_1525	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1545	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_1549	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	Shigella phage SFN6B
contig_1552	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_1583	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_1587	Phage	NA	NA	Caudovirales	Podoviridae	NA	CrAssphage sp.
contig_1588	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1591	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_160	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_1608	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_1611	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1617	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1618	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_1630	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_1646	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_1668	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	Klebsiella phage KPV811
contig_1700	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1705	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_1706	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_1707	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_1718	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_1722	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Escherichia phage St11Ph5
contig_1724	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_1735	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_1741	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_176	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_1768	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_1807	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_1843	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_1845	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_1868	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	Klebsiella phage AltoGao
contig_187	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_1877	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1887	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1889	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_1911	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_1913	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_1921	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_1923	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_1925	Phage	NA	NA	Caudovirales	Podoviridae	NA	CrAssphage sp.
contig_1945	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_1948	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_1971	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_198	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_199	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_1993	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_1999	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_2002	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_2019	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_2042	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_2053	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_2065	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_2071	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_2073	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	Escherichia phage LL11
contig_2118	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_2132	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_2145	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_2147	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2155	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2163	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2168	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_2169	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_2171	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_2183	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2213	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_2258	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_2269	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_2278	Phage	NA	NA	Caudovirales	Podoviridae	Teseptimavirus	Enterobacteria phage EcoDS1
contig_2280	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_23	Phage	NA	NA	Caudovirales	Podoviridae	NA	CrAssphage ZA
contig_230	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	not classified
contig_231	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	not classified
contig_2329	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2336	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_234	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_2358	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2363	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_2377	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_2395	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_241	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_2413	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2419	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_2421	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_2435	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_2436	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_2442	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_2447	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_2450	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_2486	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_249	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2515	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_2516	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_2540	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_255	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	not classified
contig_2554	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_2560	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2561	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2581	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_2586	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_2632	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_2641	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_2652	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_2660	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_2671	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_2691	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_2702	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_271	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_2720	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2727	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_2736	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_2746	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_2748	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_2749	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	not classified
contig_2753	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_276	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_2762	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_2793	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2806	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_2820	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_2844	Phage	NA	NA	Caudovirales	Podoviridae	Teseptimavirus	not classified
contig_2858	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_2870	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	Escherichia virus ECB2
contig_2875	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_2890	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_290	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_2902	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_2929	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_2937	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_2938	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_2973	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_2984	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_2985	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_2990	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3032	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_304	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_3045	Phage	NA	NA	Caudovirales	Podoviridae	NA	CrAssphage sp.
contig_306	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	not classified
contig_3065	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_3074	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3080	Phage	NA	NA	Caudovirales	Podoviridae	Johnsonvirus	Erwinia phage phiEaP-8*
contig_3087	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_3091	Phage	NA	NA	Caudovirales	Podoviridae	NA	Citrobacter phage CVT22
contig_3113	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3140	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	not classified
contig_3176	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3189	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_32	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_321	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3211	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3221	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	Escherichia virus ECB2
contig_3238	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3248	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3251	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	Klebsiella phage AltoGao
contig_3258	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3267	Phage	NA	NA	Caudovirales	Podoviridae	NA	Pectobacterium phage Nepra
contig_3304	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3314	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3332	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_3343	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3356	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3381	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	Klebsiella phage K1-ULIP33
contig_3386	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	Escherichia virus ECB2
contig_3394	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3411	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3419	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3448	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_3451	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3470	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_3502	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3503	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3529	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_353	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3569	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_3573	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3579	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	not classified
contig_3581	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_36	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3601	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3607	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_361	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3625	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3706	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3708	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3728	Phage	NA	NA	Caudovirales	Podoviridae	NA	Lactococcus virus KSY1
contig_3729	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_3749	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Escherichia phage St11Ph5
contig_3751	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3763	Phage	NA	NA	Caudovirales	Podoviridae	Johnsonvirus	not classified
contig_3770	Phage	NA	NA	Caudovirales	Podoviridae	Przondovirus	Klebsiella phage KN4-1
contig_3789	Phage	NA	NA	Caudovirales	Podoviridae	Phimunavirus	not classified
contig_381	Phage	NA	NA	Caudovirales	Podoviridae	Kuravirus	Escherichia virus ECB2
contig_3824	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_383	Phage	NA	NA	Caudovirales	Podoviridae	Zindervirus	not classified
contig_384	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_3842	Phage	NA	NA	Caudovirales	Podoviridae	Ithacavirus	not classified
contig_3863	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3894	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Escherichia phage St11Ph5
contig_39	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3907	Phage	NA	NA	Caudovirales	Podoviridae	Cepunavirus	not classified
contig_3925	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_3941	Phage	NA	NA	Caudovirales	Podoviridae	NA	Bacteroides phage crAss001
contig_3942	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_3949	Phage	NA	NA	Caudovirales	Podoviridae	Johnsonvirus	not classified
contig_3956	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
contig_4005	Phage	NA	NA	Caudovirales	Podoviridae	not classified	not classified
contig_4017	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	not classified
contig_4022	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_4050	Phage	NA	NA	Caudovirales	Podoviridae	Gamaleyavirus	Klebsiella phage KP8
contig_4059	Phage	NA	NA	Caudovirales	Podoviridae	Drulisvirus	not classified
